[indx],Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store,wineName,wineVintage,TypeClassifier,url
530,2010 Line 39 Sauvignon Blanc Lake County,White,Sauvignon Blanc,$7.99,Line 39 Sauvignon Blanc Lake County 2010 - A Delightfully Good Wine That Won't Bust Your Budget (http://www.reversewinesnob.com/2012/07/line-39-sauvignon-blanc-lake-county.html),Recommended Buy,7.5,7.0,Other,Line 39 Sauvignon Blanc Lake County,2010,http://www.reversewinesnob.com/2012/07/line-39-sauvignon-blanc-lake-county.html,White
531,2010 Lulu B Pinot Noir,Red,Pinot Noir,$8.99,http://www.reversewinesnob.com/2011/07/2010-lulu-b-pinot-noir.html,Recommended Buy,7.5,7.0,Other,Lulu B Pinot Noir,2010,http://www.reversewinesnob.com/2011/07/2010-lulu-b-pinot-noir.html,Red
532,2010 Marchesi de' Frescobaldi Remole Toscana,Red,Sangiovese,$7.99,Frescobaldi Remole Toscana 2010 - A Juicy Berry Bomb (http://www.reversewinesnob.com/2012/11/frescobaldi-remole-toscana-2010.html),Recommended Buy,7.5,7.0,Other,Marchesi de' Frescobaldi Remole Toscana,2010,http://www.reversewinesnob.com/2012/11/frescobaldi-remole-toscana-2010.html,Red
533,2010 McManis Family Vineyards California Cabernet Sauvignon,Red,Cabernet Sauvignon,$7.99,McManis Family Vineyards Cabernet Sauvignon 2010 - An Everyday Cabernet (http://www.reversewinesnob.com/2012/09/mcmanis-family-vineyards-cabernet-sauvignon.html),Recommended Buy,7.5,7.0,Other,McManis Family Vineyards California Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2012/09/mcmanis-family-vineyards-cabernet-sauvignon.html,Red
534,2010 McManis Family Vineyards Malbec,Red,Malbec,$9.99,http://www.reversewinesnob.com/2011/11/mcmanis-family-vineyards-malbec-2010.html,Recommended Buy,7.5,7.0,Other,McManis Family Vineyards Malbec,2010,http://www.reversewinesnob.com/2011/11/mcmanis-family-vineyards-malbec-2010.html,Red
535,2010 McManis Family Vineyards Pinot Noir,Red,Pinot Noir,$7.99,http://www.reversewinesnob.com/2011/12/mcmanis-family-vineyards-pinot-noir.html,Recommended Buy,7.5,7.0,Other,McManis Family Vineyards Pinot Noir,2010,http://www.reversewinesnob.com/2011/12/mcmanis-family-vineyards-pinot-noir.html,Red
536,2010 Mezzacorona Pinot Noir,Red,Pinot Noir,$7.99,Mezzacorona Pinot Noir 2010 - Smooth and Easy (http://www.reversewinesnob.com/2013/12/mezzacorona-pinot-noir.html),Recommended Buy,7.5,7.0,Other,Mezzacorona Pinot Noir,2010,http://www.reversewinesnob.com/2013/12/mezzacorona-pinot-noir.html,Red
537,2010 Ravenswood Vintners Blend Petite Sirah,Red,Petite Sirah,$7.99,Ravenswood Vintners Blend Petite Sirah 2010 - Simply Good (http://www.reversewinesnob.com/2013/01/ravenswood-vintners-blend-petite-sirah.html),Recommended Buy,7.5,7.0,Other,Ravenswood Vintners Blend Petite Sirah,2010,http://www.reversewinesnob.com/2013/01/ravenswood-vintners-blend-petite-sirah.html,Red
538,2010 Redtree Cabernet Sauvignon,Red,Cabernet Sauvignon,$6.99,Your New House Red (http://www.reversewinesnob.com/2012/04/redtree-cabernet-sauvignon-2010-your.html),Recommended Buy,7.5,7.0,Other,Redtree Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2012/04/redtree-cabernet-sauvignon-2010-your.html,Red
539,2010 Robert Mondavi Private Selection Pinot Grigio,White,Pinot Grigio,$8.99,http://www.reversewinesnob.com/2011/10/2010-robert-mondavi-pinot-grigio.html,Recommended Buy,7.5,7.0,Other,Robert Mondavi Private Selection Pinot Grigio,2010,http://www.reversewinesnob.com/2011/10/2010-robert-mondavi-pinot-grigio.html,White
540,2010 Robert Mondavi Private Selection Pinot Noir,Red,Pinot Noir,$7.99,http://www.reversewinesnob.com/2012/01/robert-mondavi-pinot-noir-private.html,Recommended Buy,7.5,7.0,Trader Joe's,Robert Mondavi Private Selection Pinot Noir,2010,http://www.reversewinesnob.com/2012/01/robert-mondavi-pinot-noir-private.html,Red
541,2010 Ruta 22 Malbec,Red,Malbec,$7.99,http://www.reversewinesnob.com/2012/03/ruta-22-malbec-2010-fruit-and-spice.html,Recommended Buy,7.5,7.0,Other,Ruta 22 Malbec,2010,http://www.reversewinesnob.com/2012/03/ruta-22-malbec-2010-fruit-and-spice.html,Red
542,2010 Rutini Wines Trumpeter Torrontés,White,Torrontés,$7.99,Trumpeter Torrontés 2010 - Tooting the Torrontés Horn! (http://www.reversewinesnob.com/2012/06/trumpeter-torrontes-2010-tooting.html),Recommended Buy,7.5,7.0,Other,Rutini Wines Trumpeter Torrontés,2010,http://www.reversewinesnob.com/2012/06/trumpeter-torrontes-2010-tooting.html,White
543,2010 Santa Julia [+] Cabernet Sauvignon,Red,Cabernet Sauvignon,$7.99,http://www.reversewinesnob.com/2012/01/santa-julia-cabernet-sauvignon-2010.html,Recommended Buy,7.5,7.0,Other,Santa Julia [+] Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2012/01/santa-julia-cabernet-sauvignon-2010.html,Red
544,2010 Tasca d'Almerita Regaleali Bianco Sicilia,White,Blend,$8.99,A Super Summertime Sicilian (http://www.reversewinesnob.com/2012/05/tasca-dalmerita-regaleali-bianco.html),Recommended Buy,7.5,7.0,Other,Tasca d'Almerita Regaleali Bianco Sicilia,2010,http://www.reversewinesnob.com/2012/05/tasca-dalmerita-regaleali-bianco.html,White
545,2010 Tilia Bonarda,Red,Bonarda,$7.99,Tilia Bonarda 2010 - Argentina's Other Red Grape (http://www.reversewinesnob.com/2012/07/tilia-bonarda-2010-argentinas-other-red.html),Recommended Buy,7.5,7.0,Other,Tilia Bonarda,2010,http://www.reversewinesnob.com/2012/07/tilia-bonarda-2010-argentinas-other-red.html,Red
546,2010 Woodbridge by Robert Mondavi Moscato,Dessert,Moscato,$5.99,http://www.reversewinesnob.com/2012/03/woodbridge-by-robert-mondavi-moscato.html,Recommended Buy,7.5,7.0,Other,Woodbridge by Robert Mondavi Moscato,2010,http://www.reversewinesnob.com/2012/03/woodbridge-by-robert-mondavi-moscato.html,Dessert
547,2011 Badet Clement Pontificis GSM Blend,Red,Blend,$6.99,Pontificis GSM Blend 2011 - Trader Joe's Week Wine #5 (http://www.reversewinesnob.com/2013/06/pontificis-gsm-blend-trader-joes.html),Recommended Buy,7.5,7.0,Trader Joe's,Badet Clement Pontificis GSM Blend,2011,http://www.reversewinesnob.com/2013/06/pontificis-gsm-blend-trader-joes.html,Red
548,2011 Beso de Vino Seleccion,Red,Blend,$7.99,Beso de Vino Seleccion and Old Vine Garnacha - $8 Wonders (http://www.reversewinesnob.com/2014/11/beso-de-vino-seleccion-and-old-vine-garnacha.html),Recommended Buy,7.5,7.0,Other,Beso de Vino Seleccion,2011,http://www.reversewinesnob.com/2014/11/beso-de-vino-seleccion-and-old-vine-garnacha.html,Red
549,2011 Bolla Valpolicella,Red,Blend,$7.99,Bolla Valpolicella 2011 - Highly Quaffable (http://www.reversewinesnob.com/2013/01/bolla-valpolicella-2011-highly-quaffable.html),Recommended Buy,7.5,7.0,Other,Bolla Valpolicella,2011,http://www.reversewinesnob.com/2013/01/bolla-valpolicella-2011-highly-quaffable.html,Red
550,2011 Bouchard Aine & Fils Heritage du Conseiller Pinot Noir Vin De Pays d'Oc,Red,Pinot Noir,$7.99,Bouchard Aine & Fils Pinot Noir Vin de Pays d'Oc 2011 - Light And Tasty (http://www.reversewinesnob.com/2013/11/bouchard-aine-fils-pinot-noir.html),Recommended Buy,7.5,7.0,Other,Bouchard Aine & Fils Heritage du Conseiller Pinot Noir Vin De Pays d'Oc,2011,http://www.reversewinesnob.com/2013/11/bouchard-aine-fils-pinot-noir.html,Red
551,2011 Cline Cellars Oakley 82 Red,Red,Blend,$7.99,Cline Cellars Oakley 82 Red and White Wines - Jacks Of All Trades (http://www.reversewinesnob.com/2013/08/cline-cellars-oakley-82-red-and-white.html),Recommended Buy,7.5,7.0,Other,Cline Cellars Oakley 82 Red,2011,http://www.reversewinesnob.com/2013/08/cline-cellars-oakley-82-red-and-white.html,Red
552,2011 Cline Cellars Oakley 82 White,White,Blend,$7.99,Cline Cellars Oakley 82 Red and White Wines - Jacks Of All Trades (http://www.reversewinesnob.com/2013/08/cline-cellars-oakley-82-red-and-white.html),Recommended Buy,7.5,7.0,Other,Cline Cellars Oakley 82 White,2011,http://www.reversewinesnob.com/2013/08/cline-cellars-oakley-82-red-and-white.html,White
553,2011 Cocobon Red Wine,Red,Blend,$7.99,"TJ's Classics - Trader Joe's Week Wines #8, #9 and #10 (http://www.reversewinesnob.com/2013/06/tjs-classics-trader-joes-week-wines.html)",Recommended Buy,7.5,7.0,Trader Joe's,Cocobon Red Wine,2011,http://www.reversewinesnob.com/2013/06/tjs-classics-trader-joes-week-wines.html,Red
554,2011 Concha y Toro Casillero del Diablo Reserva Winemaker's Red Blend,Red,Blend,$7.99,Casillero del Diablo Reserva Winemaker's Red Blend 2011 - A Grilling Great (http://www.reversewinesnob.com/2013/07/casillero-del-diablo-reserva-winemakers-red.html),Recommended Buy,7.5,7.0,Other,Concha y Toro Casillero del Diablo Reserva Winemaker's Red Blend,2011,http://www.reversewinesnob.com/2013/07/casillero-del-diablo-reserva-winemakers-red.html,Red
555,2011 Di Majo Norante Sangiovese Terre degli Osci IGT,Red,Sangiovese,$7.99,"Di Majo Norante Sangiovese 2011 - Smooth, Soft, Simple and Good (http://www.reversewinesnob.com/2014/01/di-majo-norante-sangiovese.html)",Recommended Buy,7.5,7.0,Other,Di Majo Norante Sangiovese Terre degli Osci IGT,2011,http://www.reversewinesnob.com/2014/01/di-majo-norante-sangiovese.html,Red
556,2011 Duck Commander Triple Threat Red Blend,Red,Blend,$9.99,"Duck Commander Wine Reviews - Get Happy, Happy, Happy (http://www.reversewinesnob.com/2013/11/duck-commander-wine-reviews.html)",Recommended Buy,7.5,7.0,Other,Duck Commander Triple Threat Red Blend,2011,http://www.reversewinesnob.com/2013/11/duck-commander-wine-reviews.html,Red
557,2011 Emiliana Natura Merlot,Red,Merlot,$7.99,Emiliana Natura Merlot 2011 - Naturally Good (http://www.reversewinesnob.com/2013/09/emiliana-natura-merlot.html),Recommended Buy,7.5,7.0,Other,Emiliana Natura Merlot,2011,http://www.reversewinesnob.com/2013/09/emiliana-natura-merlot.html,Red
558,2011 Georges Duboeuf Beaujolais-Villages,Red,Beaujolais,$7.99,Georges Duboeuf Beaujolais-Villages 2011 - A Strawberry-Banana Jam-a-rama! (http://www.reversewinesnob.com/2012/10/georges-duboeuf-beaujolais-villages.html),Recommended Buy,7.5,7.0,Other,Georges Duboeuf Beaujolais-Villages,2011,http://www.reversewinesnob.com/2012/10/georges-duboeuf-beaujolais-villages.html,Red
559,2011 Jam Jar Moscato,White,Moscato,$7.99,Jam Jar Moscato 2011 - Truth In Advertising (http://www.reversewinesnob.com/2012/08/jam-jar-moscato-2011-truth-in-advertising.html),Recommended Buy,7.5,7.0,Other,Jam Jar Moscato,2011,http://www.reversewinesnob.com/2012/08/jam-jar-moscato-2011-truth-in-advertising.html,White
560,2011 Jam Jar Sweet Shiraz,Red,Shiraz,$7.99,Jam Jar Sweet Shiraz 2011 - Lives Up To Its Name (http://www.reversewinesnob.com/2013/02/jam-jar-sweet-shiraz-2011.html),Recommended Buy,7.5,7.0,Other,Jam Jar Sweet Shiraz,2011,http://www.reversewinesnob.com/2013/02/jam-jar-sweet-shiraz-2011.html,Red
561,2011 Kirkland Signature Malbec,Red,Malbec,$6.99,Kirkland Signature Malbec 2011 - Costco Week Wine #2 (http://www.reversewinesnob.com/2013/02/kirkland-signature-malbec-2011-costco.html),Recommended Buy,7.5,7.0,Costco,Kirkland Signature Malbec,2011,http://www.reversewinesnob.com/2013/02/kirkland-signature-malbec-2011-costco.html,Red
562,2011 Los Vascos Barons de Rothschild (Lafite) Sauvignon Blanc,White,Sauvignon Blanc,$7.99,Tour of Chile Part 2 (Coastal Whites) (http://www.reversewinesnob.com/2012/05/los-vascos-barons-de-rothschild-lafite.html),Recommended Buy,7.5,7.0,Other,Los Vascos Barons de Rothschild (Lafite) Sauvignon Blanc,2011,http://www.reversewinesnob.com/2012/05/los-vascos-barons-de-rothschild-lafite.html,White
563,2011 McManis Family Vineyards Barbera,Red,Barbera,$7.99,McManis Family Vineyards Barbera 2011 - A Little Bit of Italy Right Here in America (http://www.reversewinesnob.com/2012/11/mcmanis-family-vineyards-barbera-2011.html),Recommended Buy,7.5,7.0,Other,McManis Family Vineyards Barbera,2011,http://www.reversewinesnob.com/2012/11/mcmanis-family-vineyards-barbera-2011.html,Red
564,2011 McManis Family Vineyards Pinot Grigio,White,Pinot Grigio,$7.99,McManis Family Vineyards Pinot Grigio 2011 - One Pleasant Pinot (http://www.reversewinesnob.com/2013/02/mcmanis-family-vineyards-pinot-grigio.html),Recommended Buy,7.5,7.0,Other,McManis Family Vineyards Pinot Grigio,2011,http://www.reversewinesnob.com/2013/02/mcmanis-family-vineyards-pinot-grigio.html,White
565,2011 Menage a Trois Pinot Grigio,White,Pinot Grigio,$7.99,"Menage a Trois Pinot Grigio 2011 - Fruity, Crispy and Juicy (http://www.reversewinesnob.com/2012/05/menage-trois-pinot-grigio-2011-fruity.html)",Recommended Buy,7.5,7.0,Other,Menage a Trois Pinot Grigio,2011,http://www.reversewinesnob.com/2012/05/menage-trois-pinot-grigio-2011-fruity.html,White
566,2011 Piccini Chianti,Red,Sangiovese,$7.49,Piccini Chianti 2011 - $8 Italian Reds Wine #2 Plus Free Shipping from Marketview Liquor (http://www.reversewinesnob.com/2013/03/piccini-chianti-italian-reds.html),Recommended Buy,7.5,7.0,Other,Piccini Chianti,2011,http://www.reversewinesnob.com/2013/03/piccini-chianti-italian-reds.html,Red
567,2011 VINI Chardonnay,White,Chardonnay,$7.99,VINI Wines - Bulgaria Brings It (http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html),Recommended Buy,7.5,7.0,Other,VINI Chardonnay,2011,http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html,White
568,2011 VINI Rosé,Rosé,Blend,$7.99,VINI Wines - Bulgaria Brings It (http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html),Recommended Buy,7.5,7.0,Other,VINI Rosé,2011,http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html,Rosé
569,2011 VINI Sauvignon Blanc,White,Sauvignon Blanc,$6.99,VINI Wines - Bulgaria Brings It (http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html),Recommended Buy,7.5,7.0,Other,VINI Sauvignon Blanc,2011,http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html,White
570,2012 Avalon CAB,Red,Cabernet Sauvignon,$6.99,Avalon CAB 2012 - It's GOOD (http://www.reversewinesnob.com/2014/12/avalon-cab-2012.html),Recommended Buy,7.5,7.0,Costco,Avalon CAB,2012,http://www.reversewinesnob.com/2014/12/avalon-cab-2012.html,Red
571,2012 Black Box Platinum Central Coast Cabernet Sauvignon,Box,Cabernet Sauvignon,$25.99,The Best Box Wines - Black Box Platinum Central Coast Cabernet Sauvignon 2012 (http://www.reversewinesnob.com/2014/10/the-best-box-wines-black-box-platinum-cabernet-sauvignon.html),Recommended Buy,7.5,7.0,Other,Black Box Platinum Central Coast Cabernet Sauvignon,2012,http://www.reversewinesnob.com/2014/10/the-best-box-wines-black-box-platinum-cabernet-sauvignon.html,Box
572,2012 Dr. Beckermann Piesporter Michelsberg Spatlese Riesling,White,Riesling,$6.99,Cheap and Refreshing White Wines - Trader Joe's Week Wines #2 and #3 (http://www.reversewinesnob.com/2013/06/cheap-and-refreshing-white-wines-trader-joes.html),Recommended Buy,7.5,7.0,Trader Joe's,Dr. Beckermann Piesporter Michelsberg Spatlese Riesling,2012,http://www.reversewinesnob.com/2013/06/cheap-and-refreshing-white-wines-trader-joes.html,White
573,2012 Duck Commander Miss Priss Pink Moscato,Rosé,Moscato,$9.99,"Duck Commander Wine Reviews - Get Happy, Happy, Happy (http://www.reversewinesnob.com/2013/11/duck-commander-wine-reviews.html)",Recommended Buy,7.5,7.0,Other,Duck Commander Miss Priss Pink Moscato,2012,http://www.reversewinesnob.com/2013/11/duck-commander-wine-reviews.html,Rosé
574,2012 Duck Commander Wood Duck Chardonnay,White,Chardonnay,$9.99,"Duck Commander Wine Reviews - Get Happy, Happy, Happy (http://www.reversewinesnob.com/2013/11/duck-commander-wine-reviews.html)",Recommended Buy,7.5,7.0,Other,Duck Commander Wood Duck Chardonnay,2012,http://www.reversewinesnob.com/2013/11/duck-commander-wine-reviews.html,White
575,2012 Elsa Bianchi Malbec,Red,Malbec,$7.99,Elsa Bianchi Malbec and Torrontes 2012 - Value Defined (http://www.reversewinesnob.com/2013/07/elsa-bianchi-malbec-and-torrontes.html),Recommended Buy,7.5,7.0,Other,Elsa Bianchi Malbec,2012,http://www.reversewinesnob.com/2013/07/elsa-bianchi-malbec-and-torrontes.html,Red
576,2012 Jean-Luc Colombo Cape Bleue Rosé,Rosé,Blend,$7.99,Jean-Luc Colombo Cape Bleue Rosé 2012 - A Heck Of A Nice Rosé (http://www.reversewinesnob.com/2013/07/jean-luc-colombo-cape-bleue-rose.html),Recommended Buy,7.5,7.0,Other,Jean-Luc Colombo Cape Bleue Rosé,2012,http://www.reversewinesnob.com/2013/07/jean-luc-colombo-cape-bleue-rose.html,Rosé
577,2012 Lavau Cotes du Rhone Rouge,Red,Blend,$9.99,Lavau Cotes du Rhone Rouge 2012 - Well Worth The $10 Price Tag (http://www.reversewinesnob.com/2014/12/lavau-cotes-du-rhone-rouge.html),Recommended Buy,7.5,7.0,Other,Lavau Cotes du Rhone Rouge,2012,http://www.reversewinesnob.com/2014/12/lavau-cotes-du-rhone-rouge.html,Red
578,2012 Line 39 Pinot Noir,Red,Pinot Noir,$7.99,Line 39 Pinot Noir 2012 - The Real Thing (http://www.reversewinesnob.com/2013/10/line-39-pinot-noir.html),Recommended Buy,7.5,7.0,Other,Line 39 Pinot Noir,2012,http://www.reversewinesnob.com/2013/10/line-39-pinot-noir.html,Red
579,2012 Tapena Vino de la Tierra de Castilla Tempranillo,Red,Tempranillo,$7.99,Tapena Tempranillo 2012 - Perfectly Pleasant (http://www.reversewinesnob.com/2014/03/tapena-tempranillo.html),Recommended Buy,7.5,7.0,Other,Tapena Vino de la Tierra de Castilla Tempranillo,2012,http://www.reversewinesnob.com/2014/03/tapena-tempranillo.html,Red
580,2013 DeMorgenzon DMZ Cabernet Rosé,Rosé,Cabernet Sauvignon,$7.99,6 Fantastically Refreshing Rosé Under $12 (http://www.reversewinesnob.com/2014/08/fantastically-refreshing-rose.html),Recommended Buy,7.5,7.0,Other,DeMorgenzon DMZ Cabernet Rosé,2013,http://www.reversewinesnob.com/2014/08/fantastically-refreshing-rose.html,Rosé
581,2013 Lay of the Land Sauvignon Blanc,White,Sauvignon Blanc,$11.99,The Sauvignon Blanc of Summer - Four Fine Finds From Naked Wines (http://www.reversewinesnob.com/2014/07/the-sauvignon-blanc-of-summer.html),Recommended Buy,7.5,7.0,Naked Wines,Lay of the Land Sauvignon Blanc,2013,http://www.reversewinesnob.com/2014/07/the-sauvignon-blanc-of-summer.html,White
582,2013 Matt Iaconis Margaret River Sauvignon Blanc + Semillon,White,Sauvignon Blanc,$12.99,The Sauvignon Blanc of Summer - Four Fine Finds From Naked Wines (http://www.reversewinesnob.com/2014/07/the-sauvignon-blanc-of-summer.html),Recommended Buy,7.5,7.0,Naked Wines,Matt Iaconis Margaret River Sauvignon Blanc + Semillon,2013,http://www.reversewinesnob.com/2014/07/the-sauvignon-blanc-of-summer.html,White
583,2013 Rachis by Randy Hester Sauvignon Blanc,White,Sauvignon Blanc,$12.99,The Sauvignon Blanc of Summer - Four Fine Finds From Naked Wines (http://www.reversewinesnob.com/2014/07/the-sauvignon-blanc-of-summer.html),Recommended Buy,7.5,7.0,Naked Wines,Rachis by Randy Hester Sauvignon Blanc,2013,http://www.reversewinesnob.com/2014/07/the-sauvignon-blanc-of-summer.html,White
584,2013 Santa Julia Innovacion Bonarda-Cabernet Sauvignon 1 Liter,Red,Bonarda,$9.99,Santa Julia Innovacion Bonarda-Cabernet Sauvignon 2013 - Gets The Party Started (http://www.reversewinesnob.com/2014/01/santa-julia-innovacion-bonarda-cabernet-sauvignon.html),Recommended Buy,7.5,7.0,Whole Foods,Santa Julia Innovacion Bonarda-Cabernet Sauvignon 1 Liter,2013,http://www.reversewinesnob.com/2014/01/santa-julia-innovacion-bonarda-cabernet-sauvignon.html,Red
585,2013 Sauvignon Republic Cellars Sauvignon Blanc,White,Sauvignon Blanc,$7.99,Sauvignon Republic Cellars Sauvignon Blanc 2013 - Trader Joe's Top Picks Wine #11 (http://www.reversewinesnob.com/2014/05/sauvignon-republic-cellars-sauvignon-blanc.html),Recommended Buy,7.5,7.0,Trader Joe's,Sauvignon Republic Cellars Sauvignon Blanc,2013,http://www.reversewinesnob.com/2014/05/sauvignon-republic-cellars-sauvignon-blanc.html,White
586,Freixenet Cordon Rosado Brut,Sparkling,Blend,$7.99,http://www.reversewinesnob.com/2011/11/freixenet-cordon-rosado-brut-holiday.html,Recommended Buy,7.5,7.0,Other,Cordon Rosado Brut,Freixenet,http://www.reversewinesnob.com/2011/11/freixenet-cordon-rosado-brut-holiday.html,Sparkling
